airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
KWY,Kiwayu,-1.96:41.3,Kenya,,Kiwayu,,Africa/Nairobi,KWY,KE
KWZ,Kolwezi,-10.7166667:25.4666667,Democratic Republic of the Congo,,Kolwezi,FZQM,Africa/Lubumbashi,KWZ,CD
KXA,Kasaan,55.5388889:-132.4008332,United States,,Kasaan SPB,KXA,America/Sitka,KXA,US
KXE,Klerksdorp,-26.867121:26.65802,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Klerksdorp_Station_cropped.jpg/800px-Klerksdorp_Station_cropped.jpg,Klerksdorp,FAKD,Africa/Johannesburg,KXE,ZA
KXF,Koro Island,-17.3012384:179.4079973,Fiji,,Koro Island,NFNO,Pacific/Fiji,KXF,FJ
KXK,Komsomolsk Na Amure,50.5382118:137.0169068,Russia,,Khurba Airport,UHKK,Asia/Vladivostok,KXK,RU
KXR,Karoola,-5.13:154.58,Papua New Guinea,,Karoola,,Pacific/Port_Moresby,KXR,PG
KXU,Katiu,-16.440088:-144.2675018,French Polynesia,,Katiu,NTKT,Pacific/Tahiti,KXU,PF
KYA,Konya,37.8666667:32.4833333,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Konyaaltincarsi.jpg/800px-Konyaaltincarsi.jpg,Konya Airport,LTAN,Europe/Istanbul,KYA,TR
KYB,Yangoonabie,-31.47:130.07,Australia,,Ken's Bore,YKBA,Australia/Perth,KYB,AU
KYD,Orchid Island,22.03:121.53,Taiwan,,Orchid Island,RCLY,Asia/Taipei,KYD,TW
KYE,Tripoli,34.59:36.01,Lebanon,,Kleyate,OLKA,Asia/Beirut,KYE,LB
KYF,Yeelirrie,-27.28:120.1,Australia,,Yeelirrie,YYLR,Australia/Perth,KYF,AU
KYI,Yalata Mission,-31.47:131.82,Australia,,Yalata Mission,YYTA,Australia/Adelaide,KYI,AU
KYK,Karluk,57.5719444:-154.4555556,United States,,Karluk,PAKY,America/Anchorage,KYK,US
KYL,Key Largo,25.0865151:-80.4472802,United States,,Port Largo,,America/New_York,KYL,US
KYN,Milton Keynes,,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/MiltonKeynesChristtheCornerstone01.jpg/800px-MiltonKeynesChristtheCornerstone01.jpg,Milton Keynes,,Europe/London,KYN,GB
KYP,Kyaukpyu,19.43:93.53,Myanmar,,Kyaukpyu Airport,VYKP,Asia/Rangoon,KYP,MM
KYS,Kayes,14.45:-11.4333333,Mali,,Kayes,GAKY,Africa/Bamako,KYS,ML
KYT,Kyauktaw,21.4127677:94.1414604,Myanmar,,Kyauktaw,VYKU,Asia/Rangoon,KYT,MM
KYU,Koyukuk,64.8802778:-157.7008333,United States,,Koyukuk Airport,PFKU,America/Anchorage,KYU,US
KYX,Yalumet,-6.08:147.0,Papua New Guinea,,Yalumet,AYYE,Pacific/Port_Moresby,KYX,PG
KYZ,Kyzyl,51.7219087:94.4173966,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/%D0%93%D0%BE%D1%80%D0%BE%D0%B4_%D0%9A%D1%8B%D0%B7%D1%8B%D0%BB_%D1%81_%D0%A5%D0%B5%D0%BC-%D0%91%D0%B5%D0%BB%D0%B4%D0%B8%D1%80%D0%B8.jpg/800px-%D0%93%D0%BE%D1%80%D0%BE%D0%B4_%D0%9A%D1%8B%D0%B7%D1%8B%D0%BB_%D1%81_%D0%A5%D0%B5%D0%BC-%D0%91%D0%B5%D0%BB%D0%B4%D0%B8%D1%80%D0%B8.jpg,Kyzyl Airport,UNKY,Asia/Krasnoyarsk,KYZ,RU
KZB,Zachar Bay,,United States,,Zachar Bay SPB,,America/Anchorage,KZB,US
KZC,Kompong-Chhna,12.26:104.56,Cambodia,,Kompong-Chhna,VDKH,Asia/Phnom_Penh,KZC,KH
KZD,Krakor,12.53:104.15,Cambodia,,Krakor,VDSY,Asia/Phnom_Penh,KZD,KH
KZF,Kaintiba,-7.5:146.02,Papua New Guinea,,Kaintiba,AYKT,Pacific/Port_Moresby,KZF,PG
KZG,Kitzingen,49.738096:10.155364,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/KitzingenPano.jpg/960px-KitzingenPano.jpg,Kitzingen,EDGY,Europe/Berlin,KZG,DE
KZH,Kizhuyak,57.583333:-153.15,United States,,Kizhuyak,,America/Anchorage,KZH,US
KZI,Kozani,40.30103:21.785963,Greece,,Philippos Airport,LGKZ,Europe/Athens,KZI,GR
KZK,Kompong Thom,12.90616:105.2194808,Cambodia,,,,,,
KZN,Kazan,55.796538:49.1082,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86_%D0%B7%D0%B5%D0%BC%D0%BB%D0%B5%D0%B4%D0%B5%D0%BB%D1%8C%D1%86%D0%B5%D0%B22.jpg/800px-%D0%94%D0%B2%D0%BE%D1%80%D0%B5%D1%86_%D0%B7%D0%B5%D0%BC%D0%BB%D0%B5%D0%B4%D0%B5%D0%BB%D1%8C%D1%86%D0%B5%D0%B22.jpg,Kazan International Airport,UWKD,Europe/Moscow,KZN,RU
KZO,Kzyl-Orda,44.85:65.5166667,Kazakhstan,,Kzyl-Orda Airport,UAOO,Asia/Qyzylorda,KZO,KZ
KZS,Kastelorizo,36.1378225:29.5832593,Greece,,Kastellorizo Airport,LGKJ,Europe/Athens,KZS,GR
LAA,Lamar,38.0872307:-102.6207496,United States,,Lamar Field,KLAA,America/Denver,LAA,US
LAB,Lablab,-5.633333:148.066667,Papua New Guinea,,Lablab,AYLB,Pacific/Port_Moresby,LAB,PG
LAC,Pulau Layang-Layang Island,7.37:113.84,Malaysia,,Layang-Layang Airstrip,,Asia/Kuching,LAC,MY
LAD,Luanda,-8.8383333:13.2344444,Angola,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Luanda_Skyline_-_Angola_2015_%28cropped%29.jpg/800px-Luanda_Skyline_-_Angola_2015_%28cropped%29.jpg,Quatro de Fevereiro Airport,FNLU,Africa/Luanda,LAD,AO
LAE,Lae,-6.72367:146.990906,Papua New Guinea,,Nadzab Airport,AYNZ,Pacific/Port_Moresby,LAE,PG
LAF,Lafayette,40.4167022:-86.8752869,United States,,Purdue University,KLAF,America/Indiana/Indianapolis,LAF,US
LAG,La Guaira,10.6:-66.93,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/La_Guaira%2C_estado_Vargas.jpg/800px-La_Guaira%2C_estado_Vargas.jpg,La Guaira,,America/Caracas,LAG,VE
LAH,Labuha,-0.63:127.5,Indonesia,,Labuha,WAEL,Asia/Jayapura,LAH,ID
LAI,Lannion,48.732084:-3.459144,France,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/VueDeLannionEtBrelevenez.jpg/960px-VueDeLannionEtBrelevenez.jpg,Servel Airport,LFRO,Europe/Paris,LAI,FR
LAJ,Lages,-27.8074063:-50.3200587,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Lages_-_SC.jpg/960px-Lages_-_SC.jpg,Correia Pinto Airport,SBLJ,America/Sao_Paulo,LAJ,BR
LAK,Aklavik,68.226653:-135.003294,Canada,,Aklavik,CYKD,America/Yellowknife,LAK,CA
LAL,Lakeland,28.0394654:-81.9498042,United States,,Municipal,KLAL,America/New_York,LAL,US
LAM,Los Alamos,35.8880796:-106.3069722,United States,,Los Alamos,KLAM,America/Denver,LAM,US
LAN,Lansing,42.732535:-84.5555347,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lansing_Skyline_2022.jpg/960px-Lansing_Skyline_2022.jpg,Capital Region International Airport,KLAN,America/Detroit,LAN,US
LAO,Laoag,18.1960128:120.5926679,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Ilocos_Norte_Capitol_right_side_view_%28JP_Rizal%2C_Laoag%2C_Ilocos_Norte%3B_11-16-2022%29.jpg/800px-Ilocos_Norte_Capitol_right_side_view_%28JP_Rizal%2C_Laoag%2C_Ilocos_Norte%3B_11-16-2022%29.jpg,Laoag Airport,RPLI,Asia/Manila,LAO,PH
LAP,La Paz,24.1333333:-110.3,Mexico,,Leon Airport,MMLP,America/Mazatlan,LAP,MX
LAQ,Beida,32.79:21.96,Libya,,La Braq Airport,HLLQ,Africa/Tripoli,LAQ,LY
LAR,Laramie,41.3113669:-105.5911007,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Laramie_Downtown_Historic_District.jpg/960px-Laramie_Downtown_Historic_District.jpg,General Brees Field,KLAR,America/Denver,LAR,US
LAS,Las Vegas,36.114646:-115.172816,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/DowntownLasVegas.jpg/800px-DowntownLasVegas.jpg,McCarran International Airport,KLAS,America/Los_Angeles,LAS,US
LAT,La Uribe,4.75:-74.05,Colombia,,La Uribe,,America/Bogota,LAT,CO
LAU,Lamu,-2.25:40.91,Kenya,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Lamu%2C_Lamu_Island%2C_Kenya.jpg/800px-Lamu%2C_Lamu_Island%2C_Kenya.jpg,Lamu,HKLU,Africa/Nairobi,LAU,KE
LAV,Lalomalava,,Samoa,,Lalomalava,,Pacific/Apia,LAV,WS
LAW,Lawton,34.6086854:-98.3903305,United States,,Lawton-Fort Sill Regional Airport,KLAW,America/Chicago,LAW,US
LAX,Los Angeles,34.0522342:-118.2436849,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Los_Angeles_with_Mount_Baldy.jpg/960px-Los_Angeles_with_Mount_Baldy.jpg,Los Angeles International Airport,KLAX,America/Los_Angeles,LAX,US
LAY,Ladysmith,-28.5596713:29.780789,South Africa,,Ladysmith,FALY,Africa/Johannesburg,LAY,ZA
LAZ,Bom Jesus Da Lapa,-13.254609:-43.4188449,Brazil,,Bom Jesus Da Lapa,SBLP,America/Bahia,LAZ,BR
LBA,Leeds,53.8371263:-1.4722292,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/PANORAMA_-_Leeds_5_-_geograph.org.uk_-_3075170.jpg/800px-PANORAMA_-_Leeds_5_-_geograph.org.uk_-_3075170.jpg,Leeds Bradford International Airport,EGNM,Europe/London,LBA,GB
LBB,Lubbock,33.5778631:-101.8551665,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Lubbock_Skyline.jpg/960px-Lubbock_Skyline.jpg,Lubbock Preston Smith International Airport,KLBB,America/Chicago,LBB,US
LBC,Lübeck,53.869563:10.687579,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/L%C3%BCbeck_-_panoramio.jpg/800px-L%C3%BCbeck_-_panoramio.jpg,Lubeck Blankensee,EDHL,Europe/Berlin,HAM,DE
LBD,Khudzhand,40.2833333:69.6333333,Tajikistan,,Khujand Airport,UTDL,Asia/Dushanbe,LBD,TJ
LBE,Latrobe,40.3211808:-79.3794811,United States,,Westmoreland County Airport,KLBE,America/New_York,LBE,US
LBF,North Platte,41.1238873:-100.7654232,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Golden_Spike_Tower%2C_North_Platte.JPG/960px-Golden_Spike_Tower%2C_North_Platte.JPG,Lee Bird Field,KLBF,America/Chicago,LBF,US
LBI,Albi,43.926896:2.146343,France,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/%28Albi%29_North_views_of_the_Ste_C%C3%A9cile_Cathedral_and_the_Old_Bridge.jpg/800px-%28Albi%29_North_views_of_the_Ste_C%C3%A9cile_Cathedral_and_the_Old_Bridge.jpg,Le Sequestre,LFCI,Europe/Paris,LBI,FR
LBJ,Labuan Bajo,-8.49:119.89,Indonesia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Labuan_Bajo%2C_a_port_in_West_Flores%2C_Nusa_Tenggara%2C_Indonesia%3B_January_2020.jpg/800px-Labuan_Bajo%2C_a_port_in_West_Flores%2C_Nusa_Tenggara%2C_Indonesia%3B_January_2020.jpg,Komodo Airport,WATO,Asia/Makassar,LBJ,ID
LBK,Liboi,0.35:40.88,Kenya,,Liboi,,Africa/Nairobi,LBK,KE
LBL,Liberal,3.18:115.45,United States,,Liberal Municipal Airport,KLBL,America/Chicago,LBL,US
LBM,Luabo,-18.4:36.1,Mozambique,,Luabo,,Africa/Maputo,LBM,MZ
LBN,Lake Baringo,0.6242788:36.0675952,Kenya,,Lake Baringo,,Africa/Nairobi,LBN,KE
LBO,Lusambo,-4.972329:23.440741,Democratic Republic of the Congo,,Lusambo,FZVI,Africa/Lubumbashi,LBO,CD
LBP,Long Banga,3.18:115.45,Malaysia,,Long Banga Airfield,,Asia/Kuching,LBP,MY
LBQ,Lambarene,-0.7015457:10.2403858,Gabon,,Lambarene,FOGR,Africa/Libreville,LBQ,GA
LBR,Labrea,-7.2599727:-64.7992788,Brazil,,Labrea,SWLB,America/Manaus,LBR,BR
LBS,Labasa,-16.47:179.34,Fiji,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/USP_Labasa.jpg/800px-USP_Labasa.jpg,Labasa Airport,NFNL,Pacific/Fiji,LBS,FJ
LBT,Lumberton,34.6182199:-79.0086424,United States,,Lumberton,KLBT,America/New_York,LBT,US
LBU,Labuan,5.3109549:115.2244853,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Labuan_Financial_Park_-_01.JPG/800px-Labuan_Financial_Park_-_01.JPG,Labuan Airport,WBKL,Asia/Kuching,LBU,MY
LBV,Libreville,0.390841:9.453644,Gabon,https://upload.wikimedia.org/wikipedia/commons/8/83/Libreville.jpg,Libreville Airport,FOOL,Africa/Libreville,LBV,GA
LBW,Long Bawan,3.87:115.68,Indonesia,,Long Bawan,WALB,Asia/Makassar,LBW,ID
LBX,Lubang,13.791472:120.182022,Philippines,,Lubang,RPLU,Asia/Manila,LBX,PH
LBY,La Baule-Escoublac,47.285448:-2.393236,France,,Montoir,LFRE,Europe/Paris,LBY,FR
LBZ,Lukapa,-8.42:20.75,Angola,,Lukapa,FNLK,Africa/Luanda,LBZ,AO
LCA,Larnaca,34.9166667:33.6333333,Cyprus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Larnaca_01-2017_img27_Finikoudes.jpg/800px-Larnaca_01-2017_img27_Finikoudes.jpg,Larnaca International Airport,LCLK,Asia/Nicosia,LCA,CY
LCB,Pontes e Lacerda,-13.02:-60.0,Brazil,,Pontes e Lacerda,SWBG,America/Cuiaba,LCB,BR
LCC,Lecce,40.3532912:18.1740146,Italy,,Galatina,LIBN,Europe/Rome,LCC,IT
LCD,Louis Trichardt,-23.06:29.86,South Africa,,Louis Trichardt,FALO,Africa/Johannesburg,LCD,ZA
LCE,La Ceiba,15.7593938:-86.7808818,Honduras,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Place-central-america-honduras-LA-CEIBA-02.jpg/800px-Place-central-america-honduras-LA-CEIBA-02.jpg,Goloson International Airport,MHLC,America/Tegucigalpa,LCE,HN
LCF,Rio Dulce,15.82:-88.75,Guatemala,,Las Vegas,MGRD,America/Guatemala,LCF,GT
LCG,La Coruna,43.3708731:-8.395835,Spain,,A Coruna Airport,LECO,Europe/Madrid,LCG,ES
LCH,Lake Charles,30.2265949:-93.2173758,United States,,Lake Charles Regional Airport,KLCH,America/Chicago,LCH,US
LCI,Laconia,43.5278546:-71.4703509,United States,,Municipal,KLCI,America/New_York,LCI,US
LCJ,Lodz,51.7592485:19.4559833,Poland,,Lodz Lublinek Airport,EPLL,Europe/Warsaw,LCJ,PL
LCL,La Coloma,22.34:-83.64,Cuba,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/La_Coloma_%28Cuba%2C_OpenStreetMap%29.png/960px-La_Coloma_%28Cuba%2C_OpenStreetMap%29.png,La Coloma,MULM,America/Havana,LCL,CU
LCM,La Cumbre,-30.9820709:-64.4909058,Argentina,,La Cumbre,SACC,America/Argentina/Cordoba,LCM,AR
LCN,Balcanoona,-30.54:139.34,Australia,,Balcanoona,YBLC,Australia/Adelaide,LCN,AU
LCO,Lague,-2.448898:14.531934,Republic of the Congo,,Lague,FCBL,Africa/Brazzaville,LCO,CG
LCP,Loncopue,-38.0676308:-70.6173706,Argentina,,Loncopue,,America/Argentina/Salta,LCP,AR
LCR,La Chorrera,-1.0:-73.0,Colombia,,La Chorrera,,America/Bogota,LCR,CO
LCS,Las Canas,10.426655:-85.095806,Costa Rica,,Las Canas,,America/Costa_Rica,LCS,CR
LCV,Lucca,43.8430139:10.507994,Italy,,Lucca,LIQL,Europe/Rome,LCV,IT
LCX,Longyan,25.100632:117.03403,China,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%E8%8E%B2%E8%8A%B1%E5%B1%B1%E7%9C%8B%E9%BE%99%E5%B2%A9_-_Longyan_City_Viewed_from_Lotus_Mountain_-_2016.09_-_panoramio.jpg/960px-%E8%8E%B2%E8%8A%B1%E5%B1%B1%E7%9C%8B%E9%BE%99%E5%B2%A9_-_Longyan_City_Viewed_from_Lotus_Mountain_-_2016.09_-_panoramio.jpg,Liancheng Airport,ZSLD,Asia/Shanghai,LCX,CN
LDA,Malda,25.01:88.13,India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Baraduari_Mosque_alias_Barasona_Mosque_at_Gaur_05.jpg/800px-Baraduari_Mosque_alias_Barasona_Mosque_at_Gaur_05.jpg,Malda,VEMH,Asia/Kolkata,LDA,IN
LDB,Londrina,-23.29273:-51.1732073,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Lago_Igap%C3%B3_Londrina_%28cropped%29.jpg/800px-Lago_Igap%C3%B3_Londrina_%28cropped%29.jpg,Londrina Airport,SBLO,America/Sao_Paulo,LDB,BR
LDC,Lindeman Island,-20.4447841:149.0410504,Australia,,Lindeman Island,YLIN,Australia/Lindeman,LDC,AU
LDE,Lourdes (Tarbes-Lourdes),43.091463:-0.045726,France,,Tarbes Ossun Lourdes Airport,LFBT,Europe/Paris,LDE,FR
LDG,Leshukonskoye,64.9010162:45.7681698,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/2021.08.07._The_village_of_Leshukonskoye.png/800px-2021.08.07._The_village_of_Leshukonskoye.png,Leshukonskoye,ULAL,Europe/Moscow,LDG,RU
LDH,Lord Howe Island,-31.5314822:159.0701995,Australia,,Lord Howe Island Airport,YLHI,Australia/Lord_Howe,LDH,AU
LDI,Lindi,-9.85:39.76,Tanzania,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Lindi_Main_Street_beach.jpg/800px-Lindi_Main_Street_beach.jpg,Kikwetu,HTLI,Africa/Dar_es_Salaam,LDI,TZ
LDJ,Linden,40.6220478:-74.2445902,United States,,Linden,KLDJ,America/New_York,LDJ,US
LDK,Lidkoping,58.5049203:13.1593677,Sweden,,Hovby,ESGL,Europe/Stockholm,LDK,SE
LDM,Ludington,43.9552825:-86.4525831,United States,,Mason County,KLDM,America/Detroit,LDM,US
LDN,Lamidanda,27.252675:86.672584,Nepal,,Lamidanda,VNLD,Asia/Kathmandu,LDN,NP
LDO,Ladouanie,,Suriname,,Ladouanie,SMDO,America/Paramaribo,LDO,SR
LDR,Lodar,13.88:45.87,Yemen,,Lodar,,Asia/Aden,LDR,YE
LDU,Lahad Datu,5.03:118.32,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Lahad_Datu_panorama.jpg/960px-Lahad_Datu_panorama.jpg,Lahad Datu Airport,WBKD,Asia/Kuching,LDU,MY
LDV,Landivisiau,48.510131:-4.073265,France,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Eglise_de_Landivisiau2.JPG/960px-Eglise_de_Landivisiau2.JPG,Landivisiau,LFRJ,Europe/Paris,LDV,FR
LDW,Lansdowne,-17.58:126.83,Australia,,Lansdowne,,Australia/Perth,LDW,AU
LDX,St Laurent du Maroni,5.499444:-54.031111,French Guiana,,St-Laurent du Maroni,SOOM,America/Cayenne,LDX,GF
LDY,Derry,54.9945099:-7.3199955,United Kingdom,,City of Derry Airport,EGAE,Europe/London,LDY,GB
LDZ,Londolozi,-24.8:31.5,South Africa,,Londolozi Airport,FALD,Africa/Johannesburg,LDZ,ZA
LEA,Learmonth,-22.24:114.09,Australia,,Learmonth Airport,YPLM,Australia/Perth,LEA,AU
LEB,White River,43.6486818:-72.3148134,United States,,Lebanon Regional Airport,KLEB,America/New_York,LEB,US
LEC,Lencois,-12.5570843:-41.3920641,Brazil,,Coronel Horacio de Mattos Airport,SBLE,America/Bahia,LEC,BR
LED,St Petersburg,59.939039:30.315785,Russia,https://media.architecturaldigest.com/photos/5d360eeef80a24000ae71e5b/16:9/w_2560%2Cc_limit/GettyImages-481780740.jpg,Pulkovo Airport,ULLI,Europe/Moscow,LED,RU
LEE,Leesburg,28.810823:-81.8778582,United States,,Leesburg,KLEE,America/New_York,LEE,US
LEF,Lebakeng,-29.783333:28.583333,Lesotho,,Lebakeng,FXLK,Africa/Maseru,LEF,LS
LEG,Aleg,17.05829:-13.90869,Mauritania,,Aleg,,Africa/Nouakchott,LEG,MR
LEH,Le Havre,49.49437:0.107929,France,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Panorama_of_Le_Havre%2C_September_2019.jpg/800px-Panorama_of_Le_Havre%2C_September_2019.jpg,Octeville,LFOH,Europe/Paris,LEH,FR
LEI,Almeria,36.8401638:-2.4679217,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Alcazaba_1%2C_Almeria%2C_Spain.jpg/960px-Alcazaba_1%2C_Almeria%2C_Spain.jpg,Almeria Airport,LEAM,Europe/Madrid,LEI,ES
LEJ,Leipzig-Halle,51.43:12.24,Germany,,Leipzig/Halle Airport,EDDP,Europe/Berlin,LEJ,DE
LEK,Labe,11.3166667:-12.2833333,Guinea,,Labe,GULB,Africa/Conakry,LEK,GN
LEL,Lake Evella,-12.5130989:135.8030637,Australia,,Lake Evella,YLEV,Australia/Darwin,LEL,AU
LEM,Lemmon,45.940834:-102.1593201,United States,,Lemmon,KLEM,America/Denver,LEM,US
LEN,Leon,42.5998764:-5.571752,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Panor%C3%A1mica_del_convento_de_San_Marcos_en_Le%C3%B3n_retouched.jpg/960px-Panor%C3%A1mica_del_convento_de_San_Marcos_en_Le%C3%B3n_retouched.jpg,Leon Airport,LELN,Europe/Madrid,LEN,ES
LEO,Leconi,-1.57:14.29,Gabon,,Leconi,,Africa/Libreville,LEO,GA
LEP,Leopoldina,-21.5199601:-42.6454165,Brazil,,Leopoldina,,America/Sao_Paulo,LEP,BR
LEQ,Lands End,50.066146:-5.707214,United Kingdom,,Lands End,EGHC,Europe/London,LEQ,GB
LER,Leinster,-27.9128383:120.6973818,Australia,,Leinster,YLST,Australia/Perth,LER,AU
LES,Lesobeng,-29.78:28.32,Lesotho,,Lesobeng,FXLS,Africa/Maseru,LES,LS
LET,Leticia,-4.205429:-69.932808,Colombia,,Gen. A.V. Cobo Airport,SKLT,America/Bogota,LET,CO
LEV,Bureta,-17.71:178.76,Fiji,,Levuka Airfield,NFNB,Pacific/Fiji,LEV,FJ
LEW,Lewiston,44.100351:-70.2147764,United States,,Auburn,KLEW,America/New_York,LEW,US
LEX,Lexington,38.0317136:-84.4951359,United States,,Blue Grass Airport,KLEX,America/New_York,LEX,US
LEY,Lelystad,52.46:5.53,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Lelystad-22-06-2014.jpg/800px-Lelystad-22-06-2014.jpg,Lelystad,EHLE,Europe/Amsterdam,LEY,NL
LEZ,La Esperanza,14.30698:-88.177071,Honduras,,La Esperanza,MHLE,America/Tegucigalpa,LEZ,HN
LFB,Lumbo,,Mozambique,,Lumbo,FQLU,Africa/Maputo,LFB,MZ
LFK,Lufkin,31.3382406:-94.729097,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Downtown_Lufkin%2C_TX_IMG_3942.JPG/800px-Downtown_Lufkin%2C_TX_IMG_3942.JPG,Lufkin Angelina County,KLFK,America/Chicago,OCH,US
LFM,Lamerd,27.372657:53.18997,Iran,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/LAMERD-%D9%84%D8%A7%D9%85%D8%B1%D8%AF_-_panoramio.jpg/800px-LAMERD-%D9%84%D8%A7%D9%85%D8%B1%D8%AF_-_panoramio.jpg,Lamerd Airport,OISR,Asia/Tehran,LFM,IR
LFN,Louisburg,36.0990393:-78.301106,United States,,Franklin,KLHZ,America/New_York,LFN,US
LFO,Kelafo,5.66:44.35,Ethiopia,,Kelafo,HAKL,Africa/Addis_Ababa,LFO,ET
LFP,Lakefield,-14.9253277:144.1947862,Australia,,Lakefield,YLFD,Australia/Brisbane,LFP,AU
LFR,La Fria,8.24:-72.27,Venezuela,,La Fria Airport,SVLF,America/Caracas,LFR,VE
LFT,Lafayette,30.2240897:-92.0198427,United States,,Lafayette Regional Airport,KLFT,America/Chicago,LFT,US
LFW,Lome,6.1377778:1.2125,Togo,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Palais_de_Lom%C3%A9_-_elewacja_po%C5%82udniowa.jpg/800px-Palais_de_Lom%C3%A9_-_elewacja_po%C5%82udniowa.jpg,Lome Airport,DXXX,Africa/Lome,LFW,TG
LGB,Long Beach,-53.2:73.48,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Long_beach3_%28cropped%29.jpg/960px-Long_beach3_%28cropped%29.jpg,Long Beach Airport,KLGB,America/Los_Angeles,LGB,US
LGC,La Grange,33.0366667:-85.0319444,United States,,Calloway,KLGC,America/New_York,LGC,US
LGD,La Grande,45.3245771:-118.0877188,United States,,La Grande,KLGD,America/Los_Angeles,LGD,US
LGE,Lake Gregory,-28.92:139.0,Australia,,Lake Gregory,,Australia/Perth,LGE,AU
LGG,Liege,50.63333:5.56666,Belgium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Liege_View_03.jpg/800px-Liege_View_03.jpg,Liege Airport,EBLG,Europe/Brussels,LGG,BE
LGH,Leigh Creek,-30.5963083:138.404454,Australia,,Leigh Creek,YLEC,Australia/Adelaide,LGH,AU
LGI,Long Island,23.1764239:-75.0961549,Bahamas,,Deadmans Cay Airport,MYLD,America/Nassau,LGI,BS
LGK,Langkawi,6.3233:99.8547239,Malaysia,,Langkawi International Airport,WMKL,Asia/Kuala_Lumpur,LGK,MY
LGL,Long Lellang,3.42:115.15,Malaysia,,Long Lellang,WBGF,Asia/Kuching,LGL,MY
LGM,Laiagam,-5.48:143.48,Papua New Guinea,,Laiagam,,Pacific/Port_Moresby,LGM,PG
LGN,Linga Linga,-5.683333:149.416667,Papua New Guinea,,Linga Linga,AYLL,Pacific/Port_Moresby,LGN,PG
LGO,Langeoog,53.7458922:7.4808418,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Aerial_image_of_Langeoog_%28view_from_the_southwest%29.jpg/800px-Aerial_image_of_Langeoog_%28view_from_the_southwest%29.jpg,Langeoog,EDWL,Europe/Berlin,LGO,DE
LGP,Legazpi,13.1333333:123.7333333,Philippines,,Legaspi Airport,RPLP,Asia/Manila,LGP,PH
LGQ,Lago Agrio,0.1:-76.866667,Ecuador,,Lago Agrio Airport,SENL,America/Guayaquil,LGQ,EC
LGR,Cochrane,-47.2547222:-72.575,Chile,,Cochrane,SCHR,America/Santiago,LGR,CL
LGS,Malargue,-35.4721298:-69.5808716,Argentina,,Malargue,SAMM,America/Argentina/Mendoza,LGS,AR
LGT,Las Gaviotas,4.55:-70.93,Colombia,,Las Gaviotas,SKGA,America/Bogota,LGT,CO
